¸ñÍø±àºÅ,wkt×ø±ê
548,"MULTIPOLYGON (((439943.69714851433 4403540.4441694766, 440943.69714851433 4403540.4441694766, 440943.69714851433 4404540.4441694766, 439943.69714851433 4404540.4441694766, 439943.69714851433 4403540.4441694766)))"
549,"MULTIPOLYGON (((440943.69714851433 4403540.4441694766, 441943.69714851433 4403540.4441694766, 441943.69714851433 4404540.4441694766, 440943.69714851433 4404540.4441694766, 440943.69714851433 4403540.4441694766)))"
550,"MULTIPOLYGON (((441943.69714851433 4403540.4441694766, 442943.69714851433 4403540.4441694766, 442943.69714851433 4404540.4441694766, 441943.69714851433 4404540.4441694766, 441943.69714851433 4403540.4441694766)))"
551,"MULTIPOLYGON (((442943.69714851433 4403540.4441694766, 443943.69714851433 4403540.4441694766, 443943.69714851433 4404540.4441694766, 442943.69714851433 4404540.4441694766, 442943.69714851433 4403540.4441694766)))"
552,"MULTIPOLYGON (((443943.69714851433 4403540.4441694766, 444943.69714851433 4403540.4441694766, 444943.69714851433 4404540.4441694766, 443943.69714851433 4404540.4441694766, 443943.69714851433 4403540.4441694766)))"
553,"MULTIPOLYGON (((444943.69714851433 4403540.4441694766, 445943.69714851433 4403540.4441694766, 445943.69714851433 4404540.4441694766, 444943.69714851433 4404540.4441694766, 444943.69714851433 4403540.4441694766)))"
554,"MULTIPOLYGON (((445943.69714851433 4403540.4441694766, 446943.69714851433 4403540.4441694766, 446943.69714851433 4404540.4441694766, 445943.69714851433 4404540.4441694766, 445943.69714851433 4403540.4441694766)))"
555,"MULTIPOLYGON (((446943.69714851433 4403540.4441694766, 447943.69714851433 4403540.4441694766, 447943.69714851433 4404540.4441694766, 446943.69714851433 4404540.4441694766, 446943.69714851433 4403540.4441694766)))"
556,"MULTIPOLYGON (((447943.69714851433 4403540.4441694766, 448943.69714851433 4403540.4441694766, 448943.69714851433 4404540.4441694766, 447943.69714851433 4404540.4441694766, 447943.69714851433 4403540.4441694766)))"
557,"MULTIPOLYGON (((448943.69714851433 4403540.4441694766, 449943.69714851433 4403540.4441694766, 449943.69714851433 4404540.4441694766, 448943.69714851433 4404540.4441694766, 448943.69714851433 4403540.4441694766)))"
558,"MULTIPOLYGON (((449943.69714851433 4403540.4441694766, 450943.69714851433 4403540.4441694766, 450943.69714851433 4404540.4441694766, 449943.69714851433 4404540.4441694766, 449943.69714851433 4403540.4441694766)))"
559,"MULTIPOLYGON (((450943.69714851433 4403540.4441694766, 451943.69714851433 4403540.4441694766, 451943.69714851433 4404540.4441694766, 450943.69714851433 4404540.4441694766, 450943.69714851433 4403540.4441694766)))"
560,"MULTIPOLYGON (((451943.69714851433 4403540.4441694766, 452943.69714851433 4403540.4441694766, 452943.69714851433 4404540.4441694766, 451943.69714851433 4404540.4441694766, 451943.69714851433 4403540.4441694766)))"
561,"MULTIPOLYGON (((452943.69714851433 4403540.4441694766, 453943.69714851433 4403540.4441694766, 453943.69714851433 4404540.4441694766, 452943.69714851433 4404540.4441694766, 452943.69714851433 4403540.4441694766)))"
562,"MULTIPOLYGON (((453943.69714851433 4403540.4441694766, 454943.69714851433 4403540.4441694766, 454943.69714851433 4404540.4441694766, 453943.69714851433 4404540.4441694766, 453943.69714851433 4403540.4441694766)))"
563,"MULTIPOLYGON (((454943.69714851433 4403540.4441694766, 455943.69714851433 4403540.4441694766, 455943.69714851433 4404540.4441694766, 454943.69714851433 4404540.4441694766, 454943.69714851433 4403540.4441694766)))"
564,"MULTIPOLYGON (((455943.69714851433 4403540.4441694766, 456943.69714851433 4403540.4441694766, 456943.69714851433 4404540.4441694766, 455943.69714851433 4404540.4441694766, 455943.69714851433 4403540.4441694766)))"
565,"MULTIPOLYGON (((456943.69714851433 4403540.4441694766, 457943.69714851433 4403540.4441694766, 457943.69714851433 4404540.4441694766, 456943.69714851433 4404540.4441694766, 456943.69714851433 4403540.4441694766)))"
566,"MULTIPOLYGON (((457943.69714851433 4403540.4441694766, 458943.69714851433 4403540.4441694766, 458943.69714851433 4404540.4441694766, 457943.69714851433 4404540.4441694766, 457943.69714851433 4403540.4441694766)))"
567,"MULTIPOLYGON (((458943.69714851433 4403540.4441694766, 459943.69714851433 4403540.4441694766, 459943.69714851433 4404540.4441694766, 458943.69714851433 4404540.4441694766, 458943.69714851433 4403540.4441694766)))"
568,"MULTIPOLYGON (((459943.69714851433 4403540.4441694766, 460943.69714851433 4403540.4441694766, 460943.69714851433 4404540.4441694766, 459943.69714851433 4404540.4441694766, 459943.69714851433 4403540.4441694766)))"
569,"MULTIPOLYGON (((460943.69714851433 4403540.4441694766, 461943.69714851433 4403540.4441694766, 461943.69714851433 4404540.4441694766, 460943.69714851433 4404540.4441694766, 460943.69714851433 4403540.4441694766)))"
570,"MULTIPOLYGON (((461943.69714851433 4403540.4441694766, 462943.69714851433 4403540.4441694766, 462943.69714851433 4404540.4441694766, 461943.69714851433 4404540.4441694766, 461943.69714851433 4403540.4441694766)))"
571,"MULTIPOLYGON (((462943.69714851433 4403540.4441694766, 463943.69714851433 4403540.4441694766, 463943.69714851433 4404540.4441694766, 462943.69714851433 4404540.4441694766, 462943.69714851433 4403540.4441694766)))"
572,"MULTIPOLYGON (((463943.69714851433 4403540.4441694766, 464943.69714851433 4403540.4441694766, 464943.69714851433 4404540.4441694766, 463943.69714851433 4404540.4441694766, 463943.69714851433 4403540.4441694766)))"
573,"MULTIPOLYGON (((464943.69714851433 4403540.4441694766, 465943.69714851433 4403540.4441694766, 465943.69714851433 4404540.4441694766, 464943.69714851433 4404540.4441694766, 464943.69714851433 4403540.4441694766)))"
574,"MULTIPOLYGON (((465943.69714851433 4403540.4441694766, 466943.69714851433 4403540.4441694766, 466943.69714851433 4404540.4441694766, 465943.69714851433 4404540.4441694766, 465943.69714851433 4403540.4441694766)))"
585,"MULTIPOLYGON (((423943.69714851433 4404540.4441694766, 424943.69714851433 4404540.4441694766, 424943.69714851433 4405540.4441694766, 423943.69714851433 4405540.4441694766, 423943.69714851433 4404540.4441694766)))"
586,"MULTIPOLYGON (((424943.69714851433 4404540.4441694766, 425943.69714851433 4404540.4441694766, 425943.69714851433 4405540.4441694766, 424943.69714851433 4405540.4441694766, 424943.69714851433 4404540.4441694766)))"
587,"MULTIPOLYGON (((425943.69714851433 4404540.4441694766, 426943.69714851433 4404540.4441694766, 426943.69714851433 4405540.4441694766, 425943.69714851433 4405540.4441694766, 425943.69714851433 4404540.4441694766)))"
588,"MULTIPOLYGON (((426943.69714851433 4404540.4441694766, 427943.69714851433 4404540.4441694766, 427943.69714851433 4405540.4441694766, 426943.69714851433 4405540.4441694766, 426943.69714851433 4404540.4441694766)))"
589,"MULTIPOLYGON (((427943.69714851433 4404540.4441694766, 428943.69714851433 4404540.4441694766, 428943.69714851433 4405540.4441694766, 427943.69714851433 4405540.4441694766, 427943.69714851433 4404540.4441694766)))"
590,"MULTIPOLYGON (((428943.69714851433 4404540.4441694766, 429943.69714851433 4404540.4441694766, 429943.69714851433 4405540.4441694766, 428943.69714851433 4405540.4441694766, 428943.69714851433 4404540.4441694766)))"
591,"MULTIPOLYGON (((429943.69714851433 4404540.4441694766, 430943.69714851433 4404540.4441694766, 430943.69714851433 4405540.4441694766, 429943.69714851433 4405540.4441694766, 429943.69714851433 4404540.4441694766)))"
592,"MULTIPOLYGON (((430943.69714851433 4404540.4441694766, 431943.69714851433 4404540.4441694766, 431943.69714851433 4405540.4441694766, 430943.69714851433 4405540.4441694766, 430943.69714851433 4404540.4441694766)))"
593,"MULTIPOLYGON (((431943.69714851433 4404540.4441694766, 432943.69714851433 4404540.4441694766, 432943.69714851433 4405540.4441694766, 431943.69714851433 4405540.4441694766, 431943.69714851433 4404540.4441694766)))"
594,"MULTIPOLYGON (((432943.69714851433 4404540.4441694766, 433943.69714851433 4404540.4441694766, 433943.69714851433 4405540.4441694766, 432943.69714851433 4405540.4441694766, 432943.69714851433 4404540.4441694766)))"
595,"MULTIPOLYGON (((433943.69714851433 4404540.4441694766, 434943.69714851433 4404540.4441694766, 434943.69714851433 4405540.4441694766, 433943.69714851433 4405540.4441694766, 433943.69714851433 4404540.4441694766)))"
596,"MULTIPOLYGON (((434943.69714851433 4404540.4441694766, 435943.69714851433 4404540.4441694766, 435943.69714851433 4405540.4441694766, 434943.69714851433 4405540.4441694766, 434943.69714851433 4404540.4441694766)))"
597,"MULTIPOLYGON (((435943.69714851433 4404540.4441694766, 436943.69714851433 4404540.4441694766, 436943.69714851433 4405540.4441694766, 435943.69714851433 4405540.4441694766, 435943.69714851433 4404540.4441694766)))"
598,"MULTIPOLYGON (((436943.69714851433 4404540.4441694766, 437943.69714851433 4404540.4441694766, 437943.69714851433 4405540.4441694766, 436943.69714851433 4405540.4441694766, 436943.69714851433 4404540.4441694766)))"
599,"MULTIPOLYGON (((437943.69714851433 4404540.4441694766, 438943.69714851433 4404540.4441694766, 438943.69714851433 4405540.4441694766, 437943.69714851433 4405540.4441694766, 437943.69714851433 4404540.4441694766)))"
600,"MULTIPOLYGON (((438943.69714851433 4404540.4441694766, 439943.69714851433 4404540.4441694766, 439943.69714851433 4405540.4441694766, 438943.69714851433 4405540.4441694766, 438943.69714851433 4404540.4441694766)))"
601,"MULTIPOLYGON (((439943.69714851433 4404540.4441694766, 440943.69714851433 4404540.4441694766, 440943.69714851433 4405540.4441694766, 439943.69714851433 4405540.4441694766, 439943.69714851433 4404540.4441694766)))"
602,"MULTIPOLYGON (((440943.69714851433 4404540.4441694766, 441943.69714851433 4404540.4441694766, 441943.69714851433 4405540.4441694766, 440943.69714851433 4405540.4441694766, 440943.69714851433 4404540.4441694766)))"
603,"MULTIPOLYGON (((441943.69714851433 4404540.4441694766, 442943.69714851433 4404540.4441694766, 442943.69714851433 4405540.4441694766, 441943.69714851433 4405540.4441694766, 441943.69714851433 4404540.4441694766)))"
604,"MULTIPOLYGON (((442943.69714851433 4404540.4441694766, 443943.69714851433 4404540.4441694766, 443943.69714851433 4405540.4441694766, 442943.69714851433 4405540.4441694766, 442943.69714851433 4404540.4441694766)))"
605,"MULTIPOLYGON (((443943.69714851433 4404540.4441694766, 444943.69714851433 4404540.4441694766, 444943.69714851433 4405540.4441694766, 443943.69714851433 4405540.4441694766, 443943.69714851433 4404540.4441694766)))"
606,"MULTIPOLYGON (((444943.69714851433 4404540.4441694766, 445943.69714851433 4404540.4441694766, 445943.69714851433 4405540.4441694766, 444943.69714851433 4405540.4441694766, 444943.69714851433 4404540.4441694766)))"
607,"MULTIPOLYGON (((445943.69714851433 4404540.4441694766, 446943.69714851433 4404540.4441694766, 446943.69714851433 4405540.4441694766, 445943.69714851433 4405540.4441694766, 445943.69714851433 4404540.4441694766)))"
608,"MULTIPOLYGON (((446943.69714851433 4404540.4441694766, 447943.69714851433 4404540.4441694766, 447943.69714851433 4405540.4441694766, 446943.69714851433 4405540.4441694766, 446943.69714851433 4404540.4441694766)))"
609,"MULTIPOLYGON (((447943.69714851433 4404540.4441694766, 448943.69714851433 4404540.4441694766, 448943.69714851433 4405540.4441694766, 447943.69714851433 4405540.4441694766, 447943.69714851433 4404540.4441694766)))"
610,"MULTIPOLYGON (((448943.69714851433 4404540.4441694766, 449943.69714851433 4404540.4441694766, 449943.69714851433 4405540.4441694766, 448943.69714851433 4405540.4441694766, 448943.69714851433 4404540.4441694766)))"
611,"MULTIPOLYGON (((449943.69714851433 4404540.4441694766, 450943.69714851433 4404540.4441694766, 450943.69714851433 4405540.4441694766, 449943.69714851433 4405540.4441694766, 449943.69714851433 4404540.4441694766)))"
612,"MULTIPOLYGON (((450943.69714851433 4404540.4441694766, 451943.69714851433 4404540.4441694766, 451943.69714851433 4405540.4441694766, 450943.69714851433 4405540.4441694766, 450943.69714851433 4404540.4441694766)))"
613,"MULTIPOLYGON (((451943.69714851433 4404540.4441694766, 452943.69714851433 4404540.4441694766, 452943.69714851433 4405540.4441694766, 451943.69714851433 4405540.4441694766, 451943.69714851433 4404540.4441694766)))"
614,"MULTIPOLYGON (((452943.69714851433 4404540.4441694766, 453943.69714851433 4404540.4441694766, 453943.69714851433 4405540.4441694766, 452943.69714851433 4405540.4441694766, 452943.69714851433 4404540.4441694766)))"
615,"MULTIPOLYGON (((453943.69714851433 4404540.4441694766, 454943.69714851433 4404540.4441694766, 454943.69714851433 4405540.4441694766, 453943.69714851433 4405540.4441694766, 453943.69714851433 4404540.4441694766)))"
616,"MULTIPOLYGON (((454943.69714851433 4404540.4441694766, 455943.69714851433 4404540.4441694766, 455943.69714851433 4405540.4441694766, 454943.69714851433 4405540.4441694766, 454943.69714851433 4404540.4441694766)))"
617,"MULTIPOLYGON (((455943.69714851433 4404540.4441694766, 456943.69714851433 4404540.4441694766, 456943.69714851433 4405540.4441694766, 455943.69714851433 4405540.4441694766, 455943.69714851433 4404540.4441694766)))"
618,"MULTIPOLYGON (((456943.69714851433 4404540.4441694766, 457943.69714851433 4404540.4441694766, 457943.69714851433 4405540.4441694766, 456943.69714851433 4405540.4441694766, 456943.69714851433 4404540.4441694766)))"
619,"MULTIPOLYGON (((457943.69714851433 4404540.4441694766, 458943.69714851433 4404540.4441694766, 458943.69714851433 4405540.4441694766, 457943.69714851433 4405540.4441694766, 457943.69714851433 4404540.4441694766)))"
620,"MULTIPOLYGON (((458943.69714851433 4404540.4441694766, 459943.69714851433 4404540.4441694766, 459943.69714851433 4405540.4441694766, 458943.69714851433 4405540.4441694766, 458943.69714851433 4404540.4441694766)))"
621,"MULTIPOLYGON (((459943.69714851433 4404540.4441694766, 460943.69714851433 4404540.4441694766, 460943.69714851433 4405540.4441694766, 459943.69714851433 4405540.4441694766, 459943.69714851433 4404540.4441694766)))"
622,"MULTIPOLYGON (((460943.69714851433 4404540.4441694766, 461943.69714851433 4404540.4441694766, 461943.69714851433 4405540.4441694766, 460943.69714851433 4405540.4441694766, 460943.69714851433 4404540.4441694766)))"
623,"MULTIPOLYGON (((461943.69714851433 4404540.4441694766, 462943.69714851433 4404540.4441694766, 462943.69714851433 4405540.4441694766, 461943.69714851433 4405540.4441694766, 461943.69714851433 4404540.4441694766)))"
624,"MULTIPOLYGON (((462943.69714851433 4404540.4441694766, 463943.69714851433 4404540.4441694766, 463943.69714851433 4405540.4441694766, 462943.69714851433 4405540.4441694766, 462943.69714851433 4404540.4441694766)))"
625,"MULTIPOLYGON (((463943.69714851433 4404540.4441694766, 464943.69714851433 4404540.4441694766, 464943.69714851433 4405540.4441694766, 463943.69714851433 4405540.4441694766, 463943.69714851433 4404540.4441694766)))"
626,"MULTIPOLYGON (((464943.69714851433 4404540.4441694766, 465943.69714851433 4404540.4441694766, 465943.69714851433 4405540.4441694766, 464943.69714851433 4405540.4441694766, 464943.69714851433 4404540.4441694766)))"
627,"MULTIPOLYGON (((465943.69714851433 4404540.4441694766, 466943.69714851433 4404540.4441694766, 466943.69714851433 4405540.4441694766, 465943.69714851433 4405540.4441694766, 465943.69714851433 4404540.4441694766)))"
628,"MULTIPOLYGON (((466943.69714851433 4404540.4441694766, 467943.69714851433 4404540.4441694766, 467943.69714851433 4405540.4441694766, 466943.69714851433 4405540.4441694766, 466943.69714851433 4404540.4441694766)))"
638,"MULTIPOLYGON (((423943.69714851433 4405540.4441694766, 424943.69714851433 4405540.4441694766, 424943.69714851433 4406540.4441694766, 423943.69714851433 4406540.4441694766, 423943.69714851433 4405540.4441694766)))"
639,"MULTIPOLYGON (((424943.69714851433 4405540.4441694766, 425943.69714851433 4405540.4441694766, 425943.69714851433 4406540.4441694766, 424943.69714851433 4406540.4441694766, 424943.69714851433 4405540.4441694766)))"
640,"MULTIPOLYGON (((425943.69714851433 4405540.4441694766, 426943.69714851433 4405540.4441694766, 426943.69714851433 4406540.4441694766, 425943.69714851433 4406540.4441694766, 425943.69714851433 4405540.4441694766)))"
641,"MULTIPOLYGON (((426943.69714851433 4405540.4441694766, 427943.69714851433 4405540.4441694766, 427943.69714851433 4406540.4441694766, 426943.69714851433 4406540.4441694766, 426943.69714851433 4405540.4441694766)))"
642,"MULTIPOLYGON (((427943.69714851433 4405540.4441694766, 428943.69714851433 4405540.4441694766, 428943.69714851433 4406540.4441694766, 427943.69714851433 4406540.4441694766, 427943.69714851433 4405540.4441694766)))"
